Date,AMS.MC,BBVA.MC,CABK.MC,CLNX.MC,FER.MC,IBE.MC,ITX.MC,REP.MC,SAN.MC,TEF.MC
2024-01-03,-0.010842560341767449,-0.012580058570997088,0.014113953299592419,-0.008715100629954953,-0.02282017419649074,-0.0033684929086186255,-0.030651362094497703,0.00036874435383782433,-0.014013162048041705,0.0035832553623074137
2024-01-04,0.0021921817241672414,0.016827040299317586,0.019329791230385807,-0.001701605755045077,0.013772503007366321,0.016476481198636206,0.0015810069414856631,0.011430630380721896,0.021187014520991365,0.01565502453772849
2024-01-05,-0.00562495852365541,0.006382897289786804,0.014159371867814796,-0.014772753807850258,-0.01565293729584749,0.00041561456544614295,-0.01026043255049125,0.003281142930487979,0.008376272939548901,-0.0010815953049192473
2024-01-08,0.0,0.010335871136919028,0.011717781369038116,0.009515519484265322,0.010801073361349944,-0.003323623008071541,0.011961675822616646,-0.014534899556753245,0.0043449857861752594,0.010286991025229009
2024-01-09,0.0006285657962710189,-0.021855483138818355,-0.032035565589748516,0.0014282597645369766,0.00474929850475192,-0.012973793085952368,-0.006829326408935854,-0.005319234919321181,-0.009670381484992774,-0.0005359816820770247
2024-01-10,0.014447240366379566,-0.0014260588172096966,-0.01578407007961835,0.0071306713973720015,0.012703063331978237,-0.0030068343635153427,0.011901345772368233,-0.012222896785867965,-0.01092131568961019,-0.005361950932967652
2024-01-11,-0.011145551737219095,-0.014520473037188064,0.0038800037066244464,0.005380769251040585,0.001750348340257668,-0.0073244757528299065,-0.0018295632454137234,0.0019333668688945593,-0.01454912574592393,0.003773599508482439
2024-01-12,0.008766483528189983,0.0009662711726026174,0.007472307574177384,0.00901416867949889,0.012521917628517176,0.013454920875128007,0.02225738822617007,0.0119645100089667,0.002240903904860314,-0.0013426474962404678
2024-01-15,-0.008069599926649018,-0.004343619315616998,0.004347858280956851,-0.006979486919712841,0.00402651328698056,-0.0008564946200375623,-0.003842374502911028,0.009916062839705253,-0.010916669935716272,0.014251123557051937
2024-01-16,0.004410809489252321,-0.01333009339649227,-0.004583724861228267,-0.009839545356346346,0.001432054321510945,-0.009858576834499533,-0.003342824408918532,0.0026435057578293453,-0.012101261568934318,0.000795337125665041
2024-01-17,-0.010978599213541274,-0.005895412134682809,-0.020209759975808428,-0.02668946123611371,-0.012871759714447872,-0.008658000092278573,-0.008771922318391412,-0.016572464928731545,-0.013460551023437572,-0.0010596067562949063
2024-01-18,0.01744377078973436,-0.0012355261696547215,0.0005222015847776706,-0.018961414958649336,0.0072441852207727475,-0.016157243550970035,0.005465939716359891,0.013404746966815928,0.014462996650185023,-0.01007686856596135
2024-01-19,0.007169608508431846,-0.010885652903744991,0.000260926358019109,0.0032708326944463906,-0.003739842833509921,-0.003994688380370981,0.006212706642148458,-0.017384728458854415,-0.0020174704654197795,0.012590384319830283
2024-01-22,0.01516554456783159,0.02201104831900591,0.02139320302015757,0.012151832347024216,0.017903480739971167,0.003565003470566319,0.006431718362390093,-0.0015383654036679184,0.00646898438035759,0.008730119485590215
2024-01-23,-0.021036620100694958,-0.004650036424205584,-0.0025543193431780686,0.008784683297952789,-0.02297873537195516,-0.018649850876474305,-0.019938496377704396,-0.003081725987337358,-0.017005835285246795,0.001835904395975474
2024-01-24,0.009654276649498028,0.011310545064278532,0.007938555521846746,0.007256933088468198,0.013356610480726783,0.006787134640145354,0.017475207429282547,0.016228755572235576,0.015801581210933335,-0.0018325400276828496
2024-01-25,0.010795857424934052,-0.01653295140587341,-0.024644295804660987,0.012968279587012743,0.005157532501737894,-0.004943796933155831,0.003332434934834927,0.0038022950731180227,-0.026418100355281582,-0.0047206384182852945
2024-01-26,0.00854434431844231,0.00024724118380925475,0.0041677426726847155,0.01564717769066326,0.012827841680792096,-0.009033321181051601,-0.0068984349876046736,0.018939378440952837,0.0048209498262841155,0.007378084814618768
2024-01-29,-0.007866860174157941,0.0027188430347322434,0.0018158906705914024,-0.014005569386165262,-0.006754961949975602,0.0045577856118252935,0.0012863223404324664,0.01598511399575986,-0.020699041403060114,-0.0018309576790450643
2024-01-30,-0.0030497770165021088,0.06162183012648459,0.02666997730862386,-0.0031249463039256797,0.007934254316172895,0.00680580107864559,0.02774940117980851,0.0,0.02449592780077281,-0.012316536722970506
2024-01-31,-0.004894448964968823,0.007197460421634494,-0.0027742089801822134,0.019663543636515346,-0.004497947015954518,0.0072104295482018355,-0.007250008214029546,0.00548837309096073,0.020767948986531337,0.00026525012405453907
2024-02-01,-0.008607444790511565,-0.0002304133996665625,-0.008851826776049343,-0.004751166769789594,-0.03162945751643653,-0.004474268771440859,-0.004029158781555298,0.009097599446032278,0.001204732699932265,-0.010610047523644806
2024-02-02,0.0012403989270872717,0.033202532188852274,-0.0015309528047009469,-0.024150471483644798,0.0017497219873325864,-0.006741379986516471,0.0020226244619001577,-0.024522156329929157,0.037032021046081054,-0.008311023946099838
2024-02-05,-0.010219920978748576,-0.0031241505813343062,-0.01047787532840283,-0.025611607786887425,0.02241608327105138,-0.003167567657003989,-0.02069133405887158,-0.015896472288706498,-0.050019295106398576,-0.010813700772802748
2024-02-06,0.003754775565523838,0.019028531162752937,0.019369804983228267,-0.0017720761516405448,0.011389741035597867,-0.019518856527426354,0.0066991094524733175,0.01765595328823344,0.01709851904952031,-0.0038262721964571478
2024-02-07,0.004675726571054639,-0.012961405700942064,-0.010641015666966736,-0.017751302137252067,0.003378375738213757,-0.012037006221888413,-0.014589010002964864,-0.000738314983416144,-0.019079255748120194,-0.015089146924536001
2024-02-08,-0.0037231973884209735,0.014466955240035384,0.01280407832496433,0.010542178347830333,0.00028049994637013853,-0.004686128318310501,0.0098702155708148,0.013298837432775379,-0.0057128028956006105,-0.002228344090781431
2024-02-09,-0.01526000564064256,0.003949029851229913,-0.007079538047627509,-0.01430713632619407,-0.0005609538105760814,0.006591350731460333,0.004629675047291615,0.0054683643673170135,0.005472011748405503,-0.008096066935338264
2024-02-12,0.0025299737390913624,0.010708037260523051,-0.0020372855197904327,0.016026730757957575,-0.003929214484315047,0.008886821420377444,0.009216467579064913,0.011240046713834051,0.008163206544115065,0.0092879617832613
2024-02-13,-0.021766536214971266,0.0025945885500946453,0.026792644173241786,-0.033333410260552476,-0.00873504335006614,-0.001854444994751514,-0.007864030199525085,0.004661273027943835,-0.011740918858536786,-0.0016731029017953425
2024-02-14,0.0,-0.009488851601430426,-0.008200817334610089,0.014778343352043422,0.005116596678675922,0.0018578903502122213,0.0025568572111853705,-0.009279135390770632,0.002048397109251976,-0.0013968075636142663
2024-02-15,-0.01257654259816332,-0.015676173656333003,-0.006264084591155017,0.011225920698297864,0.0011313331047042574,0.00649050932173334,0.00459071119280452,-0.0050431507149010235,0.0004088560886652548,0.012028096630376739
2024-02-16,-0.012083609387490202,-0.002875484193620048,-0.0007564048867678697,-0.004800756395405559,-0.016666737612470617,-0.007369849581801646,0.005331232219621729,-0.01629255972600363,0.0006810776642631744,-0.01575454433208645
2024-02-19,0.0036363115464570495,0.0011093016981043036,0.01892510085038568,-0.0006026679159518711,0.010054546378319706,0.0018561659842182276,0.001767653634531019,0.016562403677119253,0.01756053610276931,0.01825321391641266
2024-02-20,0.011198928988249257,0.00797681309182785,0.01535409065695914,0.0063347530378463635,0.009670242268661644,0.009726504081282394,0.010839597183642358,-0.011585880553100836,0.0167224045455574,0.01130726950175065
2024-02-21,-0.001628700137366379,0.021543189196907564,-0.00024394200000765753,0.01019188198829446,-0.0014084774502860498,0.0032112545154840966,0.017705708124936326,0.0021978263337676385,0.0043421698946572995,0.004635884697454573
2024-02-22,0.0003263362779908352,0.004088790195538428,-0.0029275901938784488,0.008605161094814573,-0.0014104640571049876,-0.01691819268342243,0.0056356975393514475,0.05445904335993923,0.005895479545665827,0.01601526328080194
2024-02-23,-0.0172863552887772,0.010501555173266786,0.004159561259344358,0.00470742480513664,-0.014124338719762819,-0.01116270260397989,-0.0007308836054472634,0.009358854903631642,-0.001172185314587293,0.00881634367955253
2024-02-26,-0.006637915428822305,0.0027571119801632626,0.009746602445607877,0.00468525525149821,0.002865270584396118,-0.01081846605362291,0.014386748057116705,0.001030155282585321,-0.0036510860122573874,0.0
2024-02-27,-0.0046774839889931474,-0.009094811795142377,0.006032879890525145,0.002040042371588502,-0.0071428806121277555,0.0019019637093626862,-0.013461660354161964,0.012349973724345098,0.00013088103368863457,0.009004345957458249
2024-02-28,-0.015105935314838725,-0.005336305805373032,-0.0004798793013417457,-0.03519495445046383,-0.008633030802957853,-0.005220668265259021,-0.0007308836054472634,-0.009827234361831527,0.009944978107785385,0.004724355128604696
2024-02-29,-0.07327871506839478,-0.014377491707190604,0.0007201294534631142,0.0030149759938058462,0.005805626171591527,0.01335870617537216,0.0,0.007871356823953679,-0.003498331012560252,-0.009143119180564652
2024-03-01,0.04817943430033944,0.01915944423227023,0.02014378479184642,0.009017040500468143,-0.00432908657040143,-0.010828654617134337,0.002194557844310996,-0.0020373736578319646,0.006891194421543734,0.007645692559421713
2024-03-04,0.0003508848771198725,0.005554396066430822,0.010813387853422674,-0.006851447751344275,-0.0043477941031102585,0.007139451188435064,0.0,-0.009867284602064541,-0.004132219780078494,0.00209308072660197
2024-03-05,0.007365788641996884,0.0078606943496915,0.008604618660104979,0.02969413565706991,0.0,0.016540726616486978,-0.010948963277163881,-0.0054983165141304635,0.002333967858354935,0.0010443904884342992
2024-03-06,0.018454097821155813,0.01833902957554434,0.011528756247246363,-0.0163123019153123,0.004366779963284273,0.005578660053318751,0.007380181435664657,-0.0003455208921691044,0.010866890588602018,0.0018258485424968995
2024-03-07,-0.019145242387321626,0.019250626842530538,-0.0015956155769037972,0.023097466993859728,0.02318815858862333,0.026352420910271457,0.0048839406030207755,-0.0020739181080855484,0.018812291898434585,-0.0007811933382351199
2024-03-08,-0.0013943137219037949,0.005077123426683761,-0.002739836515187055,-0.0011577531531575813,-0.003965835155253172,-0.010360388099030171,-0.011664690277879974,-0.0010392286281601937,0.003014753331018971,0.002084499151546959
2024-03-11,-0.0034903391605327627,0.0038392257090400506,0.0086997734889398,-0.0028977939219466675,0.02502853725813825,0.005461950842631458,-0.007376450243492871,0.006588118821871047,-0.002129058837117448,0.00806035365858726
2024-03-12,0.023467487134300358,0.02606674759310046,0.0027235357950181616,-0.010462060439548004,0.0,-0.01720228268998969,0.017587498720136985,0.010334097967078737,0.018574342842631486,-0.0015475942927297703
2024-03-13,-0.002395536024229261,0.007356694565815669,0.008374798356535429,-0.010278784604972002,0.009989113588165344,0.009673029255941934,0.0774097157961442,0.024207360886048246,0.008624897885672667,0.003874911309756923
2024-03-14,-0.009605494535168124,-0.007789840680257454,-0.01503942363306865,-0.034718274623552925,-0.0076925180345649435,-0.011861377777167004,0.011297015985254566,0.005326265207220571,-0.010872134936133704,-0.004117289354194975
2024-03-15,-0.004156586062454837,0.02208047582685424,0.025752033186790868,-0.010144368051286379,0.004983220194436644,0.013850306573339521,0.007149238986040807,-0.004967014312411644,0.017043252074352866,0.012144820970635406
2024-03-18,-0.0024347668331879957,-0.002880347328321098,0.014663449965079955,-0.01490690940401318,0.001102036954943486,0.00045544871443126134,-0.002218341409741642,0.014309470131457003,0.004857302756124948,-0.004850739614617905
2024-03-19,0.0,0.011555100096618087,0.02211524207726323,0.024590147904276938,0.002201320246537408,0.000910293618393565,0.018674998741856408,0.013451470904760843,0.012447275501294097,0.0007695575635431329
2024-03-20,-0.00836817618794683,0.0019038154613624236,0.013067747903297677,0.0021539556679168737,0.004393514571026769,0.007276103820814228,0.006983848701887174,-0.005503411934133506,0.00023861141283210152,0.004357873923156008
2024-03-21,0.027074436265795532,0.026128223270015738,0.000845672786657925,0.017193537558299887,0.020229344023623863,0.004514668451573334,0.0028176546668494673,-0.00423172161556451,0.02100232748468378,0.009443630270888903
2024-03-22,0.015063393368241806,0.009259272637728078,0.001056398598339392,0.010564571575692128,-0.010718106778780156,0.014831484175554577,-0.0008646587707042963,-0.0009807233701428775,0.02068718754061849,0.0035397667915886277
2024-03-25,-0.007757068841748538,-0.00412848206779759,0.009286707281853213,-0.012544745380243194,0.0010836377361134186,0.007971593497957619,-0.010166515078439908,0.005235563194178283,0.010763844383208543,0.005291025901972279
2024-03-26,-0.004418791613660211,-0.0013817972420735458,0.010037619132246434,-0.004839729975247842,-0.007575751073237713,0.0048332004089877145,-0.000655766994154594,0.004231793374931181,0.010535922056248204,0.01829581024381599
2024-03-27,0.01433933899798423,0.005996210506010735,0.007246463245551116,-0.0012158167184285196,0.01145020961023202,0.015303693744435742,0.020337039545633706,-0.003565703081260474,0.009641155445343053,0.00639916880321123
2024-03-28,0.0003365943714677133,0.012379666266814748,0.004448832356582777,-0.0027388881409671217,-0.011320586521648468,-0.009905191897826238,0.00021413578750117956,0.004554328989815781,0.004108512085536198,0.0
2024-04-02,-0.024226172024046644,-0.006340397357144645,0.020253734228387055,-0.03875499223627099,-0.03489647923784622,-0.005219529391968236,-0.01692723011764019,0.032059653157832324,-0.0014377798009203024,-0.005135817293652534
2024-04-03,-0.006206895606316265,0.007292564821048453,0.001745185752123346,-0.01587297875257765,0.008474625635795707,-0.0021863587637857007,0.013295558935957574,-0.001882668877155158,0.015171788820316667,-0.0058995925001347205
2024-04-04,-0.0017348064255910955,0.01674195798446898,0.019599252690365,-0.009354894022350568,-0.005602236229201307,0.001752864895750772,-0.010324932296110756,0.011631597629314427,0.020072110487934003,0.004203706454808831
2024-04-05,-0.01077521003192583,-0.02047176054025468,-0.0019221816779273482,-0.030608891547990735,-0.010704495644655698,-0.01574799786167136,-0.017604818703455094,0.005282727947114596,-0.019035577202349385,-0.020684572623961617
2024-04-08,0.011243888075300301,0.003297262800910028,0.02054348699202868,0.0006718234997178385,-0.005125225388084131,-0.005777808844575794,-0.004203576410771848,-0.004945935833056692,0.011882758442079533,-0.001508680745743174
2024-04-09,-0.009033972951400071,-0.015962412688362515,-0.010694143942437728,0.03390401618946637,-0.00915855181023717,-0.005364377668013787,-0.01799594972769447,-0.0183286244848071,-0.01626816066043668,0.0007555496782083448
2024-04-10,0.018583367733941536,-0.005248069969615576,0.015048793512511649,-0.007142923230333165,-0.0028884446635535355,-0.01033701297367351,-0.01312209342680637,-0.008860763732314147,0.002409524392742002,-0.00855564416640442
2024-04-11,-0.003098174547810806,-0.029256595367229576,-0.0311128718759478,-0.003924106595524224,-0.009269982023154988,0.010444982897393595,-0.004126683029056388,-0.01915708731358623,-0.02633021060428231,-0.0025380107738799396
2024-04-12,-0.014157357694069006,-0.006916977046565909,0.0060344310034337045,0.018056476169352687,0.004678475268572679,0.01123603794057182,0.0050643905032179415,0.033528631233852746,-0.0017953271207541421,0.007379092601405457
2024-04-15,-0.01541154747576634,0.011940326608840701,0.007283571153726465,-0.022895833802189958,-0.01979055343841818,0.0008887587120283147,0.014429781076294335,-0.013228283585716594,0.005058533829834122,-0.00909324023255298
2024-04-16,-0.0024902007038408724,-0.020452280760138497,-0.01616331232444701,-0.02277220057952245,-0.0023751774936832115,-0.011545079883122034,-0.017836936978090523,-0.028407329855236085,-0.02538872367753886,-0.009941339502546609
2024-04-17,0.0035662698977558804,0.025898322322969625,0.014699399682868819,0.028031033814061912,-0.0017857718208251772,0.007187660855528577,0.0018390562713477276,-0.0013140507401013801,0.014000494060852908,0.0074665580118673525
2024-04-18,0.017057589628933556,0.019569448155574376,0.027695156340686422,0.0036136040710903483,-0.009540839417939706,0.00758247109567467,0.0036713607037688334,-0.010197383639604096,0.028632879422019197,0.011755660407179125
2024-04-19,0.0031445145285864395,-0.020633378202110864,-0.00373131125418813,0.004909997549982448,0.0,0.003983986431012054,0.0,-0.006646750688679259,-0.007261518415231261,0.012124320310070713
2024-04-22,0.005573093787782479,0.022048068328784254,0.010403572450825349,0.012052071272548037,0.011438943043429406,0.009700314583257486,0.020804862379251388,-0.004014543602967491,0.03446742349326537,0.02196144377649767
2024-04-23,0.02182195633914996,0.02205175653326963,0.018121867251012835,0.024782823817596444,0.01785701008381002,0.007860199728929818,0.03090701876984392,0.010748921212885953,0.01724883738868188,0.010988986539403278
2024-04-24,0.008135636617844,-0.010318906389968241,-0.00020231804265780085,-0.024497470609781247,0.004093622378670059,-0.0008666043261262857,-0.018249088365210886,-0.0023262821530501965,0.006740370209032065,-0.005313897192941619
2024-04-25,-0.004707500741718884,-0.004265412696206283,0.014768397967445335,0.0032194799288209897,-0.018637259321805266,-0.00607104138307013,-0.010843057366212938,-0.0003330904181870764,-0.006590513337685233,0.007770725157503877
2024-04-26,0.00743246083620952,0.045692531021301,0.01953752901017447,0.007381233585023406,0.0,0.013088902012488468,0.01431767163514075,-0.018993655363381934,0.02158795172772887,0.01734946453526587
2024-04-29,-0.003018107981315188,-0.0077379074765028255,0.0007821599391939493,0.011150121229862364,0.005341301669286258,0.003876073033376004,-0.015705617085938206,0.01630430061955157,-0.0010514175476156185,0.0061581768171201645
2024-04-30,0.005045452126372085,-0.06651375671714033,-0.03243447884113082,-0.021739240637913992,-0.0023611563849130768,-0.012441018291237338,-0.023250453903945534,-0.01570853135233652,-0.0373645016947759,-0.00988710855580488
2024-05-02,0.019076255795853037,-0.03842738504856891,-0.003433089825367719,0.02737530242882058,0.007692125391358218,0.005647203695091196,-0.008168067402724799,-0.02207134834942648,-0.0016401777606174228,0.005706222210319023
2024-05-03,-0.0220032430188275,0.006745634589409466,-0.036474074041786264,0.028840150461895364,0.004697705902583893,0.0,0.007529462080591687,-0.0017361556284944957,-0.007666217881477699,0.007328568152955572
2024-05-06,-0.005037047479203527,-0.0010153035563348345,0.023554178591761676,-0.0082267968652171,0.023962634865434485,0.0064794758263984065,-0.0030360470988470833,0.008347841155544655,0.008829077496325333,0.003285691274221625
2024-05-07,0.005737419972970281,0.036077176811993183,0.014382453373735782,0.008909543105851014,0.013698619285013258,0.02103013116814023,0.008667232147843595,-0.0010348509575850429,0.03446012924092301,0.0016374331398152364
2024-05-08,0.03355704966585282,0.009318456816981957,-0.0030383111726042245,0.0009135580251609099,0.006193633032768986,0.0063051640724243185,0.013005076927168568,0.011395152818240994,0.00920060302623149,-0.021952377743869933
2024-05-09,0.00779224969893777,-0.06705544323768031,-0.008939380298531474,0.009126652218935272,-0.00895365793824543,0.0029251540335812898,-0.019715781950004896,0.008193861324974572,-0.00031451678827942864,-0.00692457279964942
2024-05-10,0.0028995480370561655,0.01145839761171663,0.010250125734258209,0.009345911279240893,-0.023715176503832702,0.017500080906722948,0.0028064156501252935,0.0050795609259903785,-0.007442352076229342,-0.011781590882537274
