Algoritmo,Ventana,Train_Start,Train_End,Test_Start,Test_End,Cartera,MDD_Test_%,Ret_Medio_Test_%,Ret_Acum_Test_%
NPGA2,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Best Sortino,3.91,0.26,5.13
NPGA2,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Max Return,6.49,0.25,4.8
NPGA2,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Min MDD,3.45,-0.08,-1.57
NPGA2,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Best Sortino,2.5,0.02,0.35
NPGA2,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Max Return,3.19,0.23,4.52
NPGA2,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Min MDD,0.79,0.42,8.71
NPGA2,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Best Sortino,2.76,0.0,-0.05
NPGA2,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Max Return,6.57,-0.19,-3.99
NPGA2,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Min MDD,3.95,-0.02,-0.43
NPGA2,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Best Sortino,4.14,0.16,3.1
NPGA2,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Max Return,4.55,0.49,9.97
NPGA2,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Min MDD,2.39,-0.05,-1.06
NPGA2,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Best Sortino,2.45,-0.06,-1.23
NPGA2,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Max Return,6.41,-0.25,-5.01
NPGA2,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Min MDD,2.1,0.1,1.96
NPGA2,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Best Sortino,2.5,0.04,0.83
NPGA2,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Max Return,3.64,0.32,6.53
PESA,1,2025-01-03,2025-07-02,2025-07-03,2025-07-30,Min MDD,3.97,-0.1,-2.12
PESA,1,2025-01-03,2025-07-02,2025-07-03,2025-07-30,Best Sortino,2.75,0.07,1.29
PESA,1,2025-01-03,2025-07-02,2025-07-03,2025-07-30,Max Return,5.38,0.4,8.06
PESA,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Min MDD,2.56,0.26,5.32
PESA,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Best Sortino,3.86,0.26,5.13
PESA,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Max Return,6.49,0.25,4.8
PESA,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Min MDD,2.36,0.1,1.99
PESA,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Best Sortino,2.36,0.1,1.99
PESA,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Max Return,2.87,0.32,6.55
PESA,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Min MDD,0.79,0.42,8.72
PESA,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Best Sortino,2.82,-0.0,-0.11
PESA,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Max Return,6.57,-0.19,-3.99
PESA,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Min MDD,3.45,0.35,7.16
PESA,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Best Sortino,4.2,0.31,6.38
PESA,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Max Return,4.55,0.49,9.97
PESA,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Min MDD,2.13,-0.02,-0.36
PESA,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Best Sortino,3.01,-0.08,-1.73
PESA,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Max Return,6.41,-0.25,-5.01
PESA,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Min MDD,2.18,0.09,1.71
PESA,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Best Sortino,2.58,0.04,0.69
PESA,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Max Return,3.41,0.26,5.19
e-MOEA,1,2025-01-03,2025-07-02,2025-07-03,2025-07-30,Min MDD,3.31,-0.15,-2.94
e-MOEA,1,2025-01-03,2025-07-02,2025-07-03,2025-07-30,Best Sortino,2.77,0.06,1.08
e-MOEA,1,2025-01-03,2025-07-02,2025-07-03,2025-07-30,Max Return,5.38,0.4,8.06
e-MOEA,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Min MDD,2.15,0.21,4.12
e-MOEA,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Best Sortino,3.91,0.26,5.13
e-MOEA,2,2025-01-31,2025-07-30,2025-07-31,2025-08-27,Max Return,6.49,0.25,4.8
e-MOEA,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Min MDD,3.25,-0.06,-1.29
e-MOEA,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Best Sortino,2.44,0.05,0.97
e-MOEA,3,2025-02-28,2025-08-27,2025-08-28,2025-09-24,Max Return,2.54,0.41,8.37
e-MOEA,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Min MDD,0.67,0.4,8.3
e-MOEA,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Best Sortino,2.84,-0.0,-0.13
e-MOEA,4,2025-03-28,2025-09-24,2025-09-25,2025-10-22,Max Return,6.57,-0.19,-3.99
e-MOEA,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Min MDD,3.44,0.33,6.8
e-MOEA,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Best Sortino,4.29,0.29,5.98
e-MOEA,5,2025-04-29,2025-10-22,2025-10-23,2025-11-19,Max Return,4.55,0.49,9.97
e-MOEA,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Min MDD,2.35,-0.04,-0.82
e-MOEA,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Best Sortino,2.95,-0.08,-1.67
e-MOEA,6,2025-05-28,2025-11-19,2025-11-20,2025-12-17,Max Return,6.41,-0.25,-5.01
e-MOEA,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Min MDD,2.66,0.04,0.68
e-MOEA,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Best Sortino,2.66,0.04,0.68
e-MOEA,7,2025-06-25,2025-12-17,2025-12-18,2026-01-20,Max Return,3.64,0.32,6.53
